,year,state,id,name,type,population
21604,2013,AR,5,Fayetteville/Northwest Arkansas,Total Homeless,668
21625,2013,AR,5,Arkansas  Balance of State ,Total Homeless,"1,678"
21646,2013,AR,5,Delta Hills,Total Homeless,254
21667,2013,AR,5,Southeast Arkansas,Total Homeless,64
21688,2013,AR,5,"Boone, Baxter, Marion, Newton Counties",Total Homeless,82
21709,2013,AZ,4,Arizona Balance of State,Total Homeless,"2,435"
21730,2013,AZ,4,Tucson/Pima County,Total Homeless,"2,238"
21751,2013,AZ,4,Phoenix/Mesa/Maricopa County Regional,Total Homeless,"5,889"
21772,2013,CA,6,San Jose/Santa Clara City & County,Total Homeless,"7,631"
21793,2013,CA,6,San Francisco,Total Homeless,"7,008"
21814,2013,CA,6,Oakland/Alameda County,Total Homeless,"4,264"
21835,2013,CA,6,Sacramento City & County,Total Homeless,"2,538"
21856,2013,CA,6,Santa Rosa/Petaluma/Sonoma County,Total Homeless,"4,280"
21877,2013,CA,6,Richmond/Contra Costa County,Total Homeless,"2,000"
21898,2013,CA,6,"Salinas/Monterey, San Benito Counties",Total Homeless,"2,955"
21919,2013,CA,6,Marin County,Total Homeless,676
21940,2013,CA,6,Watsonville/Santa Cruz City & County,Total Homeless,"3,536"
21961,2013,CA,6,Mendocino County,Total Homeless,"1,392"
21982,2013,CA,6,Turlock/Modesto/Stanislaus County,Total Homeless,"1,201"
22003,2013,CA,6,Stockton/San Joaquin County,Total Homeless,"1,541"
22024,2013,CA,6,Daly/San Mateo County,Total Homeless,"1,995"
22045,2013,CA,6,"Visalia, Kings, Tulare Counties",Total Homeless,705
22066,2013,CA,6,Fresno/Madera County,Total Homeless,"3,131"
22087,2013,CA,6,"Roseville/Rocklin/Placer, Nevada Counties",Total Homeless,908
22108,2013,CA,6,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties",Total Homeless,851
22129,2013,CA,6,Napa City & County,Total Homeless,245
22150,2013,CA,6,Vallejo/Solano County,Total Homeless,"1,329"
22171,2013,CA,6,Chico/Paradise/Butte County,Total Homeless,712
22192,2013,CA,6,Merced City & County,Total Homeless,372
22213,2013,CA,6,Davis/Woodland/Yolo County,Total Homeless,474
22234,2013,CA,6,Humboldt County,Total Homeless,864
22255,2013,CA,6,"Colusa, Glenn, Trinity Counties",Total Homeless,696
22276,2013,CA,6,Yuba City & County/Sutter County,Total Homeless,"1,485"
22297,2013,CA,6,El Dorado County,Total Homeless,180
22318,2013,CA,6,"Amador, Calaveras, Tuolumne and Mariposa Counties",Total Homeless,376
22339,2013,CA,6,Los Angeles City & County,Total Homeless,"35,524"
22360,2013,CA,6,San Diego City and County,Total Homeless,"8,879"
22381,2013,CA,6,Santa Ana/Anaheim/Orange County,Total Homeless,"4,251"
22402,2013,CA,6,Santa Maria/Santa Barbara County,Total Homeless,"1,882"
22423,2013,CA,6,Bakersfield/Kern County,Total Homeless,"1,152"
22444,2013,CA,6,Long Beach,Total Homeless,"2,847"
22465,2013,CA,6,Pasadena,Total Homeless,772
22486,2013,CA,6,Riverside City & County,Total Homeless,"2,978"
22507,2013,CA,6,San Bernardino City & County,Total Homeless,"2,321"
22528,2013,CA,6,Oxnard/San Buenaventura/Ventura County,Total Homeless,"1,674"
22549,2013,CA,6,Glendale,Total Homeless,318
22570,2013,CA,6,Imperial County,Total Homeless,252
22591,2013,CA,6,San Luis Obispo County,Total Homeless,"2,357"
22612,2013,CO,8,Colorado Balance of State,Total Homeless,"2,267"
22633,2013,CO,8,Metropolitan Denver Homeless Initiative,Total Homeless,"6,316"
22654,2013,CO,8,Colorado Springs/El Paso County,Total Homeless,"1,171"
22675,2013,CT,9,Bridgeport/Norwalk /Stamford/Fairfield County,Total Homeless,"1,059"
22696,2013,CT,9,Connecticut Balance of State,Total Homeless,"3,389"
22717,2013,DC,11,District of Columbia,Total Homeless,"6,865"
22738,2013,DE,10,Delaware Statewide,Total Homeless,946
22759,2013,FL,12,"Sarasota/Bradenton/Manatee, Sarasota Counties",Total Homeless,"1,049"
22780,2013,FL,12,Tampa/Hillsborough County,Total Homeless,"1,909"
22801,2013,FL,12,St. Petersburg/Clearwater/Largo/Pinellas County,Total Homeless,"3,913"
22822,2013,FL,12,Lakeland/Winter Haven/Polk County,Total Homeless,520
22843,2013,FL,12,"Daytona Beach/Daytona/Volusia, Flagler Counties",Total Homeless,"2,176"
22864,2013,FL,12,"Fort Walton Beach/Okaloosa, Walton Counties",Total Homeless,"1,658"
22885,2013,FL,12,Tallahassee/Leon County,Total Homeless,974
22906,2013,FL,12,"Orlando/Orange, Osceola, Seminole Counties",Total Homeless,"4,378"
22927,2013,FL,12,"Gainesville/Alachua, Putnam Counties",Total Homeless,"1,718"
22948,2013,FL,12,"Fort Pierce/St. Lucie, Indian River, Martin Counties",Total Homeless,"2,240"
22969,2013,FL,12,"Jacksonville-Duval, Clay Counties",Total Homeless,"2,768"
22990,2013,FL,12,Pensacola/Escambia/Santa Rosa County,Total Homeless,945
23011,2013,FL,12,Saint Johns County,Total Homeless,"1,437"
23032,2013,FL,12,Palm Bay/Melbourne/Brevard County,Total Homeless,"1,567"
23053,2013,FL,12,Ocala/Marion County,Total Homeless,530
23074,2013,FL,12,"Panama City/Bay, Jackson Counties",Total Homeless,301
23095,2013,FL,12,"Hendry, Hardee, Highlands Counties",Total Homeless,"3,847"
23116,2013,FL,12,"Columbia, Hamilton, Lafayette, Suwannee Counties",Total Homeless,"1,278"
23137,2013,FL,12,Pasco County,Total Homeless,"3,305"
23158,2013,FL,12,"Citrus, Hernando, Lake, Sumter Counties",Total Homeless,709
23179,2013,FL,12,Miami/Dade County,Total Homeless,"3,802"
23200,2013,FL,12,Ft Lauderdale/Broward County,Total Homeless,"2,810"
23221,2013,FL,12,Punta Gorda/Charlotte County,Total Homeless,573
23242,2013,FL,12,Ft Myers/Cape Coral/Lee County,Total Homeless,848
23263,2013,FL,12,Monroe County,Total Homeless,652
23284,2013,FL,12,West Palm Beach/Palm Beach County,Total Homeless,"1,559"
23305,2013,FL,12,Naples/Collier County,Total Homeless,396
23326,2013,GA,13,Atlanta Continuum of Care,Total Homeless,"5,536"
23347,2013,GA,13,Georgia Balance of State,Total Homeless,"7,651"
23368,2013,GA,13,Fulton County Continuum of Care,Total Homeless,428
23389,2013,GA,13,Athens/Clarke County,Total Homeless,213
23410,2013,GA,13,Augusta,Total Homeless,476
23431,2013,GA,13,Columbus-Muscogee/Russell County,Total Homeless,294
23452,2013,GA,13,Marietta/Cobb County,Total Homeless,495
23473,2013,GA,13,Savannah/Chatham County,Total Homeless,"1,165"
23494,2013,GA,13,DeKalb County Continuum of Care,Total Homeless,713
23515,2013,HI,15,Hawaii Balance of State,Total Homeless,"1,779"
23536,2013,HI,15,Honolulu,Total Homeless,"4,556"
23557,2013,IA,19,"Sioux City/Dakota, Woodbury Counties",Total Homeless,236
23578,2013,IA,19,Iowa Balance of State,Total Homeless,"1,920"
23599,2013,IA,19,Des Moines/Polk County,Total Homeless,928
23620,2013,ID,16,Boise/Ada County,Total Homeless,694
23641,2013,ID,16,Idaho Balance of State,Total Homeless,"1,087"
23662,2013,IL,17,McHenry County,Total Homeless,185
23683,2013,IL,17,"Rockford/Winnebago, Boone Counties",Total Homeless,788
23704,2013,IL,17,Waukegan/North Chicago/Lake County,Total Homeless,497
23725,2013,IL,17,Champaign/Urbana/Rantoul/Champaign County,Total Homeless,214
23746,2013,IL,17,Madison County,Total Homeless,201
23767,2013,IL,17,Joliet/Bolingbrook/Will County,Total Homeless,288
23788,2013,IL,17,"Peoria/Perkin/Fulton, Peoria, Tazewell, Woodford",Total Homeless,396
23809,2013,IL,17,East Saint Louis/Belleville/Saint Clair County,Total Homeless,213
23830,2013,IL,17,Dekalb City & County,Total Homeless,107
23851,2013,IL,17,Chicago,Total Homeless,"6,276"
23872,2013,IL,17,Cook County,Total Homeless,"1,242"
23893,2013,IL,17,Bloomington/Central Illinois,Total Homeless,536
23914,2013,IL,17,Springfield/Sangamon County,Total Homeless,280
23935,2013,IL,17,DuPage County,Total Homeless,665
23956,2013,IL,17,South Central Illinois,Total Homeless,149
23977,2013,IL,17,Decatur/Macon County,Total Homeless,247
23998,2013,IL,17,Aurora/Elgin/Kane County,Total Homeless,451
24019,2013,IL,17,Rock Island/Moline/Northwestern Illinois,Total Homeless,219
24040,2013,IL,17,West Central Illinois,Total Homeless,133
24061,2013,IL,17,Southern Illinois,Total Homeless,338
24082,2013,IN,18,South Bend/Mishawaka/St. Joseph County,Total Homeless,587
24103,2013,IN,18,Indiana Balance of State,Total Homeless,"3,910"
24124,2013,IN,18,Indianapolis,Total Homeless,"1,599"
24145,2013,KS,20,Wichita/Sedgwick County,Total Homeless,538
24166,2013,KS,20,Topeka/Shawnee County,Total Homeless,439
24187,2013,KS,20,Overland Park/Shawnee/Johnson County,Total Homeless,213
24208,2013,KS,20,Kansas Balance of State,Total Homeless,"1,141"
24229,2013,KY,21,Kentucky Balance of State,Total Homeless,"2,392"
24250,2013,KY,21,Louisville/Jefferson County,Total Homeless,"1,445"
24271,2013,KY,21,Lexington/Fayette County,Total Homeless,"1,408"
24292,2013,LA,22,Lafayette/Acadiana,Total Homeless,542
24313,2013,LA,22,Shreveport/Bossier/Northwest,Total Homeless,692
24334,2013,LA,22,New Orleans/Jefferson Parish,Total Homeless,"2,337"
24355,2013,LA,22,Baton Rouge,Total Homeless,833
24376,2013,LA,22,Monroe/Northeast Louisiana,Total Homeless,200
24397,2013,LA,22,Slidell/Southeast Louisiana,Total Homeless,276
24418,2013,LA,22,Alexandria/Central Louisiana,Total Homeless,118
24439,2013,LA,22,Houma-Terrebonne/Thibodaux,Total Homeless,125
24460,2013,LA,22,Louisiana Balance of State,Total Homeless,103
24481,2013,MA,25,Boston,Total Homeless,"5,881"
24502,2013,MA,25,Lynn,Total Homeless,468
24523,2013,MA,25,Cape Cod/Islands,Total Homeless,514
24544,2013,MA,25,Springfield,Total Homeless,"2,117"
24565,2013,MA,25,New Bedford,Total Homeless,337
24586,2013,MA,25,Worcester City & County,Total Homeless,"1,657"
24607,2013,MA,25,Pittsfield/Berkshire County,Total Homeless,678
24628,2013,MA,25,Lowell,Total Homeless,559
24649,2013,MA,25,Cambridge,Total Homeless,535
24670,2013,MA,25,Gloucester/Haverhill/Salem/Essex County,Total Homeless,"1,286"
24691,2013,MA,25,Quincy/Brockton/Weymouth/Plymouth City and County,Total Homeless,"1,690"
24712,2013,MA,25,Fall River,Total Homeless,235
24733,2013,MA,25,Massachusetts Balance of State,Total Homeless,"1,945"
24754,2013,MA,25,Somerville,Total Homeless,169
24775,2013,MA,25,Brookline/Newton,Total Homeless,707
24796,2013,MA,25,Attleboro/Taunton/Bristol County,Total Homeless,251
24817,2013,MD,24,Cumberland/Allegany County,Total Homeless,76
24838,2013,MD,24,Baltimore City,Total Homeless,"2,638"
24859,2013,MD,24,Harford County,Total Homeless,166
24880,2013,MD,24,Annapolis/Anne Arundel County,Total Homeless,400
24901,2013,MD,24,Howard County,Total Homeless,194
24922,2013,MD,24,Baltimore County,Total Homeless,919
24943,2013,MD,24,Carroll County,Total Homeless,134
24964,2013,MD,24,Cecil County,Total Homeless,234
24985,2013,MD,24,"Charles, Calvert, St.Mary's Counties",Total Homeless,833
25006,2013,MD,24,Frederick City & County,Total Homeless,275
25027,2013,MD,24,Garrett County,Total Homeless,7
25048,2013,MD,24,Mid-Shore Regional,Total Homeless,87
25069,2013,MD,24,Hagerstown/Washington County,Total Homeless,192
25090,2013,MD,24,Wicomico/Somerset/Worcester County,Total Homeless,360
25111,2013,MD,24,Prince George`s County/Maryland,Total Homeless,686
25132,2013,MD,24,Montgomery County,Total Homeless,"1,004"
25153,2013,ME,23,Maine Balance of State,Total Homeless,"2,191"
25174,2013,ME,23,Portland,Total Homeless,825
25195,2013,MI,26,Michigan Balance of State,Total Homeless,"1,806"
25216,2013,MI,26,Detroit,Total Homeless,"2,789"
25237,2013,MI,26,Dearborn/Dearborn Heights/Westland/Wayne County,Total Homeless,380
25258,2013,MI,26,St. Clair Shores/Warren/Macomb County,Total Homeless,504
25279,2013,MI,26,Pontiac/Royal Oak/Oakland County,Total Homeless,698
25300,2013,MI,26,Flint/Genesee County,Total Homeless,387
25321,2013,MI,26,Grand Rapids/Wyoming/Kent County,Total Homeless,732
25342,2013,MI,26,Portage/Kalamazoo City & County,Total Homeless,642
25363,2013,MI,26,Lansing/East Lansing/Ingham County,Total Homeless,423
25384,2013,MI,26,Ann Arbor/Washtenaw County,Total Homeless,510
25405,2013,MI,26,Saginaw City & County,Total Homeless,350
25426,2013,MI,26,Lenawee County,Total Homeless,124
25447,2013,MI,26,"Grand Traverse, Antrim, Leelanau Counties",Total Homeless,328
25468,2013,MI,26,"Marquette, Alger Counties",Total Homeless,74
25489,2013,MI,26,Battle Creek/Calhoun County,Total Homeless,236
25510,2013,MI,26,Monroe City & County,Total Homeless,139
25531,2013,MI,26,Norton Shores/Muskegon City & County,Total Homeless,644
25552,2013,MI,26,Jackson City & County,Total Homeless,187
25573,2013,MI,26,Livingston County,Total Homeless,127
25594,2013,MI,26,Holland/Ottawa County,Total Homeless,318
25615,2013,MI,26,Eaton County,Total Homeless,129
25636,2013,MN,27,Minneapolis/Hennepin County,Total Homeless,"3,591"
25657,2013,MN,27,Saint Paul/Ramsey County,Total Homeless,"1,417"
25678,2013,MN,27,Rochester/Southeast Minnesota,Total Homeless,452
25699,2013,MN,27,"Dakota, Anoka, Washington, Scott, Carver Counties",Total Homeless,745
25720,2013,MN,27,Northeast Minnesota,Total Homeless,265
25741,2013,MN,27,St. Cloud/Central Minnesota,Total Homeless,657
25762,2013,MN,27,Northwest Minnesota,Total Homeless,253
25783,2013,MN,27,Moorhead/West Central Minnesota,Total Homeless,287
25804,2013,MN,27,Duluth/St.Louis County,Total Homeless,410
25825,2013,MN,27,Southwest Minnesota,Total Homeless,137
25846,2013,MO,29,St. Louis County,Total Homeless,388
25867,2013,MO,29,St.Louis City,Total Homeless,"1,423"
25888,2013,MO,29,"St. Charles, Lincoln, Warren Counties",Total Homeless,940
25909,2013,MO,29,"Springfield/Greene, Christian, Webster Counties",Total Homeless,711
25930,2013,MO,29,"Joplin/Jasper, Newton Counties",Total Homeless,574
25951,2013,MO,29,"St. Joseph/Andrew, Buchanan, DeKalb Counties",Total Homeless,186
25972,2013,MO,29,"Kansas City, Independence, Lees Summit/Jackson, Wyandotte Counties, MO & KS",Total Homeless,"2,691"
25993,2013,MO,29,Missouri Balance of State,Total Homeless,"2,030"
26014,2013,MS,28,"Jackson/Rankin, Madison Counties",Total Homeless,760
26035,2013,MS,28,Mississippi Balance of State,Total Homeless,"1,052"
26056,2013,MS,28,Gulf Port/Gulf Coast Regional,Total Homeless,591
26077,2013,MT,30,Montana Statewide,Total Homeless,"1,878"
26098,2013,NC,37,Winston Salem/Forsyth County,Total Homeless,394
26119,2013,NC,37,Asheville/Buncombe County,Total Homeless,570
26140,2013,NC,37,Durham City & County,Total Homeless,753
26161,2013,NC,37,North Carolina Balance of State,Total Homeless,"3,625"
26182,2013,NC,37,Greensboro/High Point,Total Homeless,949
26203,2013,NC,37,Charlotte/Mecklenberg,Total Homeless,"2,418"
26224,2013,NC,37,"Wilmington/Brunswick, New Hanover, Pender Counties",Total Homeless,348
26245,2013,NC,37,Raleigh/Wake County,Total Homeless,"1,098"
26266,2013,NC,37,"Gastonia/Cleveland, Gaston, Lincoln Counties",Total Homeless,384
26287,2013,NC,37,Fayetteville/Cumberland County,Total Homeless,631
26308,2013,NC,37,Chapel Hill/Orange County,Total Homeless,123
26329,2013,NC,37,Northwest North Carolina,Total Homeless,875
26350,2013,ND,38,North Dakota Statewide,Total Homeless,"2,069"
26371,2013,NE,31,Nebraska Balance of State,Total Homeless,713
26392,2013,NE,31,Omaha/Council Bluffs,Total Homeless,"1,476"
26413,2013,NE,31,Lincoln,Total Homeless,956
26434,2013,NH,33,New Hampshire Balance of State,Total Homeless,759
26455,2013,NH,33,Manchester,Total Homeless,382
26476,2013,NH,33,Nashua/Hillsborough County,Total Homeless,306
26497,2013,NJ,34,Atlantic City & County,Total Homeless,746
26518,2013,NJ,34,Bergen County,Total Homeless,346
26539,2013,NJ,34,Burlington County,Total Homeless,671
26560,2013,NJ,34,"Camden City/Camden, Cumberland, Gloucester, Cape May Counties",Total Homeless,"1,291"
26581,2013,NJ,34,Newark/Essex County,Total Homeless,"1,646"
26602,2013,NJ,34,Jersey City/Bayonne/Hudson County,Total Homeless,942
26623,2013,NJ,34,New Brunswick/Middlesex County,Total Homeless,"1,031"
26644,2013,NJ,34,Monmouth County,Total Homeless,918
26665,2013,NJ,34,Morris County,Total Homeless,346
26686,2013,NJ,34,Lakewood Township/Ocean County,Total Homeless,682
26707,2013,NJ,34,Paterson/Passaic County,Total Homeless,440
26728,2013,NJ,34,Salem County,Total Homeless,44
26749,2013,NJ,34,Somerset County,Total Homeless,312
26770,2013,NJ,34,Trenton/Mercer County,Total Homeless,668
26791,2013,NJ,34,Elizabeth/Union County,Total Homeless,"1,648"
26812,2013,NJ,34,"Warren, Sussex, Hunterdon Counties",Total Homeless,271
26833,2013,NM,35,Albuquerque,Total Homeless,"1,171"
26854,2013,NM,35,New Mexico Balance of State,Total Homeless,"1,648"
26875,2013,NV,32,Las Vegas/Clark County,Total Homeless,"5,952"
26896,2013,NV,32,Reno/Sparks/Washoe County,Total Homeless,746
26917,2013,NV,32,Nevada Balance of State,Total Homeless,341
26938,2013,NY,36,Rochester/Irondequoit/Greece/Monroe County,Total Homeless,"1,007"
26959,2013,NY,36,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties",Total Homeless,349
26980,2013,NY,36,Albany City & County,Total Homeless,728
27001,2013,NY,36,Cattaragus County,Total Homeless,47
27022,2013,NY,36,"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties",Total Homeless,994
27043,2013,NY,36,"Fulton, Montgomery, Schoharie Counties",Total Homeless,43
27064,2013,NY,36,Schenectady City & County,Total Homeless,327
27085,2013,NY,36,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties",Total Homeless,"1,162"
27106,2013,NY,36,Ithaca/Tompkins County,Total Homeless,47
27127,2013,NY,36,"Binghamton, Union/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties C",Total Homeless,276
27148,2013,NY,36,Troy/Rensselaer County,Total Homeless,188
27169,2013,NY,36,"Wayne, Ontario, Seneca, Yates Counties",Total Homeless,171
27190,2013,NY,36,Jamestown/Dunkirk/Chautauqua County,Total Homeless,62
27211,2013,NY,36,Clinton County,Total Homeless,140
27232,2013,NY,36,"Utica/Rome/Oneida, Madison Counties",Total Homeless,200
27253,2013,NY,36,Columbia/Greene County,Total Homeless,112
27274,2013,NY,36,Franklin County,Total Homeless,34
27295,2013,NY,36,Jefferson/Lewis/St. Lawrence Counties,Total Homeless,83
27316,2013,NY,36,"Glens Falls/Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties",Total Homeless,262
27337,2013,NY,36,New York City,Total Homeless,"64,060"
27358,2013,NY,36,Poughkeepsie/Dutchess County,Total Homeless,397
27379,2013,NY,36,Newburgh/Middletown/Orange County,Total Homeless,459
27400,2013,NY,36,"Nassau, Suffolk Counties/Babylon/Islip/ Huntington",Total Homeless,"3,123"
27421,2013,NY,36,Yonkers/Mount Vernon/New Rochelle/Westchester,Total Homeless,"2,054"
27442,2013,NY,36,Rockland County,Total Homeless,107
27463,2013,NY,36,Sullivan County,Total Homeless,556
27484,2013,NY,36,Kingston/Ulster County,Total Homeless,442
27505,2013,OH,39,Cincinnati/Hamilton County,Total Homeless,"1,326"
27526,2013,OH,39,Toledo/Lucas County,Total Homeless,900
27547,2013,OH,39,Cleveland/Cuyahoga County,Total Homeless,"2,129"
27568,2013,OH,39,Columbus/Franklin County,Total Homeless,"1,488"
27589,2013,OH,39,Youngstown/Mahoning County,Total Homeless,227
27610,2013,OH,39,Dayton/Kettering/Montgomery County,Total Homeless,"1,041"
27631,2013,OH,39,Akron/Barberton/Summit County,Total Homeless,862
27652,2013,OH,39,Ohio Balance of State,Total Homeless,"3,830"
27673,2013,OH,39,Canton/Massillon/Alliance/Stark County,Total Homeless,522
27694,2013,OK,40,North Central Oklahoma,Total Homeless,190
27715,2013,OK,40,Tulsa City & County/Broken Arrow,Total Homeless,"1,008"
27736,2013,OK,40,Oklahoma City,Total Homeless,"1,362"
27757,2013,OK,40,Oklahoma Balance of State,Total Homeless,272
27778,2013,OK,40,Norman/Cleveland County,Total Homeless,368
27799,2013,OK,40,Northeast Oklahoma,Total Homeless,487
27820,2013,OK,40,Southwest Oklahoma Regional,Total Homeless,196
27841,2013,OK,40,Southeastern Oklahoma Regional,Total Homeless,525
27862,2013,OR,41,Eugene/Springfield/Lane County,Total Homeless,"1,751"
27883,2013,OR,41,Portland-Gresham-Multnomah County,Total Homeless,"4,441"
27904,2013,OR,41,Medford/Ashland/Jackson County,Total Homeless,548
27925,2013,OR,41,Central Oregon,Total Homeless,506
27946,2013,OR,41,Oregon Balance of State,Total Homeless,"5,525"
27967,2013,OR,41,Hillsboro/Beaverton/Washington County,Total Homeless,432
27988,2013,OR,41,Clackamas County,Total Homeless,619
28009,2013,PA,42,Philadelphia,Total Homeless,"5,645"
28030,2013,PA,42,Harrisburg/Dauphin County,Total Homeless,390
28051,2013,PA,42,Upper Darby/Chester/Haverford/Delaware County,Total Homeless,546
28072,2013,PA,42,Wilkes-Barre/Hazleton/Luzerne County,Total Homeless,165
28093,2013,PA,42,Lower Marion/Norristown/Abington/Montgomery County,Total Homeless,464
28114,2013,PA,42,Chester County,Total Homeless,641
28135,2013,PA,42,Reading/Berks County,Total Homeless,468
28156,2013,PA,42,Scranton/Lackawanna County,Total Homeless,252
28177,2013,PA,42,Eastern Pennsylvania,Total Homeless,"2,081"
28198,2013,PA,42,Lancaster City & County,Total Homeless,518
28219,2013,PA,42,Bristol/Bensalem/Bucks County,Total Homeless,451
28240,2013,PA,42,York City & County,Total Homeless,278
28261,2013,PA,42,Pittsburgh/McKeesport/Penn Hills/Allegheny County,Total Homeless,"1,492"
28282,2013,PA,42,Western Pennsylvania,Total Homeless,"1,170"
28303,2013,PA,42,Beaver County,Total Homeless,90
28324,2013,PA,42,Erie City & County,Total Homeless,435
28345,2013,RI,44,Rhode Island Statewide,Total Homeless,"1,384"
28366,2013,SC,45,Charleston/Low Country,Total Homeless,733
28387,2013,SC,45,Greenville/Anderson/Spartanburg Upstate,Total Homeless,"2,308"
28408,2013,SC,45,Columbia/Midlands,Total Homeless,"2,007"
28429,2013,SC,45,Myrtle Beach/Sumter City & County,Total Homeless,"1,496"
28450,2013,SD,46,South Dakota Statewide,Total Homeless,"1,094"
28471,2013,TN,47,Chattanooga/Southeast Tennessee,Total Homeless,591
28492,2013,TN,47,Memphis/Shelby County,Total Homeless,"1,816"
28513,2013,TN,47,Knoxville/Knox County,Total Homeless,993
28534,2013,TN,47,Central Tennessee,Total Homeless,283
28555,2013,TN,47,Nashville/Davidson County,Total Homeless,"2,069"
28576,2013,TN,47,Oak Ridge/Upper Cumberland,Total Homeless,372
28597,2013,TN,47,Jackson/West Tennessee,Total Homeless,"1,673"
28618,2013,TN,47,Appalachian Regional,Total Homeless,694
28639,2013,TN,47,Murfreesboro/Rutherford County,Total Homeless,241
28660,2013,TN,47,"Morristown/Blount, Sevier, Campbell, Cocke Counties",Total Homeless,796
28681,2013,TX,48,San Antonio/Bexar County,Total Homeless,"2,980"
28702,2013,TX,48,Austin/Travis County,Total Homeless,"2,090"
28723,2013,TX,48,Dallas City & County/Irving,Total Homeless,"3,163"
28744,2013,TX,48,Fort Worth/Arlington/Tarrant County,Total Homeless,"2,390"
28765,2013,TX,48,El Paso City & County,Total Homeless,"1,217"
28786,2013,TX,48,Waco/McLennan County,Total Homeless,295
28807,2013,TX,48,Texas Balance of State (BoS),Total Homeless,"10,128"
28828,2013,TX,48,Amarillo,Total Homeless,516
28849,2013,TX,48,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties",Total Homeless,302
28870,2013,TX,48,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties",Total Homeless,"6,359"
28891,2013,TX,48,Bryan/College Station/Brazos Valley,Total Homeless,175
28912,2013,UT,49,Salt Lake City & County,Total Homeless,"2,133"
28933,2013,UT,49,Utah Balance of State,Total Homeless,891
28954,2013,UT,49,Provo/Mountainland,Total Homeless,253
28975,2013,VA,51,"Richmond/Henrico, Chesterfield, Hanover Counties",Total Homeless,881
28996,2013,VA,51,"Norfolk/Chesapeake/Suffolk/Isle of Wright, Southampton Counties",Total Homeless,742
29017,2013,VA,51,Roanoke City & County/Salem,Total Homeless,442
29038,2013,VA,51,Virginia Beach,Total Homeless,456
29059,2013,VA,51,Charlottesville,Total Homeless,195
29080,2013,VA,51,Newport News/Hampton/Virginia Peninsula,Total Homeless,533
29101,2013,VA,51,Portsmouth,Total Homeless,247
29122,2013,VA,51,Lynchburg,Total Homeless,150
29143,2013,VA,51,"Harrisburg, Winchester/Western Virginia",Total Homeless,355
29164,2013,VA,51,"Fredericksburg/Spotsylvania, Stafford Counties",Total Homeless,192
29185,2013,VA,51,Virginia Balance of State (BoS),Total Homeless,715
29206,2013,VA,51,Arlington County,Total Homeless,479
29227,2013,VA,51,Fairfax County,Total Homeless,"1,350"
29248,2013,VA,51,Loudoun County,Total Homeless,166
29269,2013,VA,51,City of Alexandria,Total Homeless,275
29290,2013,VA,51,Prince William County,Total Homeless,447
29311,2013,VT,50,Vermont Balance of State,Total Homeless,971
29332,2013,VT,50,Burlington/Chittenden County,Total Homeless,483
29353,2013,WA,53,Seattle/King County,Total Homeless,"9,106"
29374,2013,WA,53,Washington Balance of State,Total Homeless,"4,108"
29395,2013,WA,53,Spokane City & County,Total Homeless,"1,030"
29416,2013,WA,53,Tacoma/Lakewood/Pierce County,Total Homeless,"1,303"
29437,2013,WA,53,Everett/Snohomish County,Total Homeless,947
29458,2013,WA,53,Yakima City & County,Total Homeless,563
29479,2013,WA,53,Vancouver/Clark County,Total Homeless,703
29500,2013,WI,55,Wisconsin Balance of State,Total Homeless,"3,610"
29521,2013,WI,55,Milwaukee City & County,Total Homeless,"1,442"
29542,2013,WI,55,Racine City & County,Total Homeless,221
29563,2013,WI,55,Madison/Dane County,Total Homeless,831
29584,2013,WV,54,Wheeling/Weirton Area,Total Homeless,89
29605,2013,WV,54,"Huntington/Cabell, Wayne Counties",Total Homeless,227
29626,2013,WV,54,"Charleston/Kanawha, Putnam, Boone, Clay Counties",Total Homeless,411
29647,2013,WV,54,West Virginia Balance of State,Total Homeless,"1,513"
29668,2013,WY,56,Wyoming Statewide,Total Homeless,953
29689,2014,AK,2,Anchorage,Total Homeless,"1,023"
29710,2014,AK,2,Alaska Balance of State,Total Homeless,761
29731,2014,AL,1,"Birmingham/Jefferson, St. Clair, Shelby Counties",Total Homeless,"1,329"
29752,2014,AL,1,Mobile City & County/Baldwin County,Total Homeless,598
29773,2014,AL,1,Florence/Northwest Alabama,Total Homeless,209
29794,2014,AL,1,Huntsville/North Alabama,Total Homeless,536
29815,2014,AL,1,Montgomery City & County,Total Homeless,490
29836,2014,AL,1,Gadsden/Northeast Alabama,Total Homeless,438
29857,2014,AL,1,Tuscaloosa City & County,Total Homeless,245
29878,2014,AL,1,Alabama Balance of State,Total Homeless,716
29899,2014,AR,5,Little Rock/Central Arkansas,Total Homeless,"1,074"
29920,2014,AR,5,Fayetteville/Northwest Arkansas,Total Homeless,551
29941,2014,AR,5,Arkansas  Balance of State ,Total Homeless,"1,028"
29962,2014,AR,5,Southeast Arkansas,Total Homeless,70
